212	ну	но	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#107.321#107.544
213	вызовет	вызовть	VERB	VBC	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#107.544#107.767
214	у	у	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#107.767#107.99
215	них	они	PRON	PRP	Case=Gen|Number=Plur|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#107.99#108.213
216	интерес	интерес	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#108.213#108.436
217	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#108.436#108.659
218	ему	он	PRON	PRP	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#108.659#108.882
219	тоже	тоже	PART	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#108.882#109.105
220	достанется	достанться	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dib1981m-words#@dib1981m-words#109.105#109.338
221	меня	я	PRON	PRP	Case=Gen|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#113.744#113.951
222	?	?	PUNCT	.	_	_	_	_	@dib1981m-words#@dib1981m-words#113.951#114.159
223	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#115.095#115.391
224	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#115.391#115.687
225	честно	честно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#115.687#115.983
226	говоря	говорить	VERB	VBG	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#115.983#116.279
227	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#116.279#116.575
228	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#116.575#116.871
229	знаю	знать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#116.871#117.167
230	насколько	насколько	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#117.167#117.466
231	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#117.624#117.804
232	надо	надо	VERB	PRED	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#117.804#117.984
233	спросить	спросить	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#117.984#118.164
234	у	у	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#118.164#118.344
235	мужчин	мужчина	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#118.344#118.524
236	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#118.524#118.704
237	наверное	наверный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#118.704#118.884
238	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#118.884#119.064
239	тут	ти	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#119.064#119.244
240	больше…	больше…	PROPN	NNP	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#119.244#119.432
241	ну	на	PROPN	NNP	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#129.846#130.096
242	так	так	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#130.096#130.346
243	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#130.346#130.596
244	скажут	скажуть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#130.596#130.847
245	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#131.528#131.743
246	уголовный	уголовный	ADJ	JJL	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#131.743#131.958
247	кодекс	кодекс	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#131.958#132.173
248	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#132.173#132.388
249	к	к	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#132.388#132.603
250	сожалению	сожаление	NOUN	NN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#132.603#132.822
251	если	если	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#151.194#151.467
252	мы	мы	PRON	PRP	Case=Nom|Number=Plur|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#151.467#151.74
253	будем	буде	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#151.74#152.013
254	обсуждать	обсуждать	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#152.013#152.286
255	каждую	каждой	ADJ	JJL	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#152.286#152.559
256	эээ	эээ	PROPN	NNP	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#152.559#152.832
257	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#152.832#153.105
258	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#153.105#153.378
259	бы	б	AUX	RP	_	_	_	_	@dib1981m-words#@dib1981m-words#153.378#153.651
260	деталь	деталь	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#153.651#153.924
261	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#153.924#154.197
262	выпадающую	выпадать	VERB	VBNL	Animacy=Inan|Aspect=Imp|Case=Acc|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#154.197#154.47
263	из	из	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#154.47#154.743
264	закона	закон	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#154.743#155.016
265	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#155.016#155.289
266	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#155.289#155.562
267	мы	мы	PRON	PRP	Case=Nom|Number=Plur|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#155.562#155.835
268	обсуждаем	обсуждать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#155.835#156.108
269	правовое	правовой	NUM	CD	Animacy=Anim|Case=Nom|Gender=Masc|NumType=Card	_	_	_	@dib1981m-words#@dib1981m-words#156.108#156.381
270	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#156.381#156.654
271	то	то	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#156.654#156.927
272	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#156.927#157.2
273	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#157.2#157.473
274	сделать	сделать	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#157.473#157.746
275	с	с	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#157.746#158.019
276	помощью	помощь	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#158.019#158.292
277	правового	правовой	ADJ	JJL	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#158.292#158.565
278	поля	поле	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#158.565#158.838
279	равноправие	равноправие	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#158.838#159.111
280	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#159.111#159.384
281	потому	потому	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#159.384#159.657
282	что	что	PRON	WP	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#159.657#159.93
283	таких	такой	DET	DT	Case=Gen|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#159.93#160.203
284	примеров	пример	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#160.203#160.476
285	из	из	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#160.476#160.749
286	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#160.749#161.022
287	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#161.022#161.295
288	бы	бы	AUX	RP	_	_	_	_	@dib1981m-words#@dib1981m-words#161.295#161.568
289	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#161.568#161.841
290	просто	просто	PART	RB	_	_	_	_	@dib1981m-words#@dib1981m-words#161.841#162.114
291	ним	он	PRON	PRP	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#162.114#162.387
292	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#162.387#162.66
293	владею	владй	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#162.66#162.933
294	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#162.933#163.206
295	ну	на	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#163.206#163.479
296	уверен	уверенный	ADJ	JJH	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@dib1981m-words#@dib1981m-words#163.479#163.752
297	с	с	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#163.752#164.025
298	моей	мой	DET	PRP$	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#164.025#164.298
299	точки	точка	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#164.298#164.571
300	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#164.571#164.844
301	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#164.844#165.117
302	бы	бы	AUX	RP	_	_	_	_	@dib1981m-words#@dib1981m-words#165.117#165.39
303	если	если	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#165.39#165.663
304	покопаться	покопаться	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@dib1981m-words#@dib1981m-words#165.663#165.936
305	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#165.936#166.209
306	можно	можно	VERB	PRED	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#166.209#166.482
307	найти	найти	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#166.482#166.755
308	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#166.755#167.028
309	но	но	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#167.028#167.301
310	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#167.301#167.574
311	эти	этот	DET	DT	Case=Nom|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#167.574#167.847
312	детали	деталь	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#167.847#168.12
313	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#168.12#168.393
314	они	они	PRON	PRP	Case=Nom|Number=Plur|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#168.393#168.666
315	общей	общий	ADJ	JJL	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#168.666#168.939
316	картины	картина	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#168.939#169.212
317	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#169.212#169.485
318	нарисуют	нарисовать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#169.485#169.813
319	Да	да	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#174.126#174.398
320	Нет	нет	PART	NEG	_	_	_	_	@dib1981m-words#@dib1981m-words#182.236#182.459
321	к	к	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#182.459#182.682
322	сожалению	сожаление	NOUN	NN	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#182.682#182.906
323	то	то	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#215.101#215.357
324	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#215.357#215.613
325	у	у	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#215.613#215.869
326	вас	вас	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#215.869#216.125
327	изнасилование	изнасилование	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#216.125#216.381
328	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#216.381#216.637
329	да	да	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#216.637#216.893
330	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#216.893#217.149
331	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#217.149#217.405
332	конечно	конечно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#217.405#217.661
333	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#217.661#217.917
334	ну	но	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#217.917#218.173
335	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#218.173#218.429
336	справедливо	справедливо	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#218.429#218.685
337	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#218.685#218.941
338	но	но	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#218.941#219.203
339	ээ	ээ	PROPN	NNP	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#219.846#220.059
340	при	при	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#220.059#220.272
341	чем	что	PRON	WP	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#220.272#220.485
342	здесь	здесь	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#220.485#220.698
343	равноправие	равноправие	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#220.698#220.911
344	?	?	PUNCT	.	_	_	_	_	@dib1981m-words#@dib1981m-words#220.911#221.126
345	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#221.532#221.742
346	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#221.742#221.952
347	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#221.952#222.162
348	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#222.162#222.372
349	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#222.372#222.582
350	этого	это	PRON	DT	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#222.582#222.792
351	понять	понять	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#222.792#223.002
352	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#223.002#223.212
353	могу	мог	NOUN	NN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#223.212#223.43
354	а	а	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#223.849#224.185
355	законодательно	законодательно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#224.185#224.521
356	как	как	ADV	WRB	_	_	_	_	@dib1981m-words#@dib1981m-words#224.521#224.857
357	огородить	огородить	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#224.857#225.193
358	?	?	PUNCT	.	_	_	_	_	@dib1981m-words#@dib1981m-words#225.193#225.529
359	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#225.529#225.865
360	что…	что…	PROPN	NNP	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#225.865#226.203
361	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#232.007#232.159
362	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#232.159#232.311
363	слышал	слышать	VERB	VBC	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#232.311#232.463
364	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#232.463#232.615
365	да	да	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#232.615#232.77
366	ну	на	NOUN	NN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#242.959#243.213
367	вы	вы	PRON	PRP	Case=Nom|Number=Plur|Person=2	_	_	_	@dib1981m-words#@dib1981m-words#243.213#243.467
368	замечаете	замечать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#243.467#243.721
369	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#243.721#243.975
370	что	что	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#243.975#244.229
371	во	во	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#244.229#244.483
372	время	время	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#244.483#244.737
373	насилия	насилие	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#244.737#244.991
374	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#244.991#245.245
375	да	да	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#245.245#245.499
376	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#245.499#245.753
377	будь	будь	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#245.753#246.007
378	то	то	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#246.007#246.261
379	домашнее	домашно	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#246.261#246.515
380	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#246.515#246.769
381	домашнее	домашно	ADV	RBR	Degree=Cmp	_	_	_	@dib1981m-words#@dib1981m-words#246.769#247.023
382	существует	существовать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#247.023#247.277
383	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#247.277#247.531
384	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#247.531#247.785
385	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#247.785#248.039
386	если	если	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#248.039#248.293
387	девушка	девушка	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#248.293#248.547
388	ударила	ударить	VERB	VBC	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#248.547#248.801
389	парня	парень	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#248.801#249.055
390	пощечина	пощечина	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#249.055#249.309
391	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#249.309#249.563
392	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#249.563#249.817
393	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#249.817#250.071
394	бы	б	AUX	RP	_	_	_	_	@dib1981m-words#@dib1981m-words#250.071#250.325
395	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#250.325#250.579
396	урок	урка	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#250.579#250.833
397	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#250.833#251.087
398	а	а	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#251.087#251.341
399	если	если	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#251.341#251.595
400	мужчина	мужчина	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#251.595#251.849
401	ударил	ударить	VERB	VBC	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#251.849#252.103
402	пощечин	пощечина	NOUN	NN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#252.103#252.357
403	женщину	женщина	NOUN	NN	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#252.357#252.611
404	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#252.611#252.865
405	девушку	девушка	NOUN	NN	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#252.865#253.119
406	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#253.119#253.373
407	то	то	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#253.373#253.627
408	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#253.627#253.881
409	сразу	сразу	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#253.881#254.135
410	же	же	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#254.135#254.389
411	насилие	насилие	ADJ	JJL	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#254.389#254.652
412	ну	на	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#259.174#259.47
413	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#259.47#259.766
414	тогда	тогда	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#259.766#260.062
415	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#260.062#260.358
416	что	что	PRON	WP	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#260.358#260.654
417	демотизирует	демотизировать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#260.654#260.95
418	насилие	насилие	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#260.95#261.246
419	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#261.246#261.542
420	домашнее	домашно	ADJ	JJL	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#261.542#261.838
421	то	то	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#261.838#262.134
422	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#262.134#262.43
423	получается	получаться	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dib1981m-words#@dib1981m-words#262.43#262.726
